"skPersona","medicion","factorExpPersonas","factorExpHogares","factorExpViviendas","skVivienda","skHogar","skBarrio","codigoComuna","Edad","Sexo","anios_en_barrio","vida_en_barrio","vive_arriendo","valor_arriendo","vivia_en_otro_pais","vivia_en_otro_municipio","vivia_en_otro_barrio","Estrato","posee_gas","posee_aseo","total_cuartos","cuartos_dormir","posee_sanitario","cantidad_personas_hogar","personas_cuarto","hacinamiento","posee_energia","posee_acueducto","posee_alcantarillado","paredes_material","pisos_material","servicios","material_vivienda","barrio_anterior","codigoBarrioComuna","Cod_comuna","cod_barrio","nombreBarrio","zona","Sector","nombreComuna","migrante_en_arriendo","tipo_persona"
"2024_12149",2024,"403","143.637583892617","143.637583892617","2024_3979","2024_3979_1",NA,11,11,0,11,1,0,"-88",0,0,0,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12150",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_3979","2024_3979_1",NA,11,65,1,65,1,0,"-88",0,0,0,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12151",2024,"189","143.637583892617","143.637583892617","2024_3979","2024_3979_1",NA,11,9,0,9,1,0,"-88",0,0,0,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12152",2024,"133.090909090909","143.637583892617","143.637583892617","2024_3980","2024_3980_1",NA,11,79,1,78,0.987341772151899,0,"-88",0,0,0,4,1,1,7,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12153",2024,"82.25","143.637583892617","143.637583892617","2024_3980","2024_3980_1",NA,11,86,0,85,0.988372093023256,0,"-88",0,0,0,4,1,1,7,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12154",2024,"142","143.637583892617","143.637583892617","2024_3981","2024_3981_1",NA,11,29,0,29,1,1,"1600000",0,0,0,4,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12155",2024,"177","143.637583892617","143.637583892617","2024_3982","2024_3982_1",NA,11,27,1,4,0.148148148148148,1,"1900000",0,0,1,4,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1206",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12156",2024,"139.521739130435","143.637583892617","143.637583892617","2024_3982","2024_3982_1",NA,11,38,0,4,0.105263157894737,1,"1900000",0,0,1,4,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1206",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12157",2024,"333","143.637583892617","143.637583892617","2024_3982","2024_3982_1",NA,11,2,0,2,1,1,"1900000",0,0,0,4,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12158",2024,"103.863636363636","143.637583892617","143.637583892617","2024_3983","2024_3983_1",NA,11,70,0,70,1,0,"-88",0,0,0,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12159",2024,"147.153846153846","143.637583892617","143.637583892617","2024_3983","2024_3983_1",NA,11,74,1,74,1,0,"-88",0,0,0,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12160",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_3983","2024_3983_1",NA,11,65,1,65,1,0,"-88",0,0,0,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12161",2024,"118.475","143.637583892617","143.637583892617","2024_3984","2024_3984_1",NA,11,62,1,62,1,1,"4e+06",0,0,0,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12162",2024,"112.379310344828","143.637583892617","143.637583892617","2024_3984","2024_3984_1",NA,11,62,0,62,1,1,"4e+06",0,0,0,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12163",2024,"110.5625","143.637583892617","143.637583892617","2024_3985","2024_3985_1",NA,11,50,1,10,0.2,1,"4500000",0,0,1,5,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1113",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12164",2024,"147.5","143.637583892617","143.637583892617","2024_3985","2024_3985_1",NA,11,40,0,10,0.25,1,"4500000",0,0,1,5,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1113",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12165",2024,"132.75","143.637583892617","143.637583892617","2024_3985","2024_3985_1",NA,11,20,1,10,0.5,1,"4500000",0,0,1,5,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1113",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12166",2024,"117.8","143.637583892617","143.637583892617","2024_3985","2024_3985_1",NA,11,22,1,10,0.454545454545455,1,"4500000",0,0,1,5,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1113",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12167",2024,"82.25","143.637583892617","143.637583892617","2024_3986","2024_3986_1",NA,11,81,0,81,1,0,"-88",0,0,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12168",2024,"90.1111111111111","143.637583892617","143.637583892617","2024_3987","2024_3987_1",NA,11,76,0,5,0.0657894736842105,0,"-88",0,0,1,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1108",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12169",2024,"114.421052631579","143.637583892617","143.637583892617","2024_3987","2024_3987_1",NA,11,59,1,5,0.0847457627118644,0,"-88",0,0,1,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1108",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12170",2024,"200.210526315789","143.637583892617","143.637583892617","2024_3987","2024_3987_1",NA,11,37,1,5,0.135135135135135,0,"-88",0,0,1,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1108",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12171",2024,"167.666666666667","143.637583892617","143.637583892617","2024_3988","2024_3988_1",NA,11,19,1,19,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12172",2024,"205.333333333333","143.637583892617","143.637583892617","2024_3988","2024_3988_1",NA,11,22,0,22,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12173",2024,"195","143.637583892617","143.637583892617","2024_3988","2024_3988_1",NA,11,21,0,21,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12174",2024,"78.7142857142857","143.637583892617","143.637583892617","2024_3988","2024_3988_1",NA,11,20,0,20,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12175",2024,"82.25","143.637583892617","143.637583892617","2024_3989","2024_3989_1",NA,11,82,0,15,0.182926829268293,0,"-88",0,1,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12176",2024,"147.153846153846","143.637583892617","143.637583892617","2024_3989","2024_3989_1",NA,11,72,1,15,0.208333333333333,0,"-88",0,1,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12177",2024,"110.5625","143.637583892617","143.637583892617","2024_3990","2024_3990_1",NA,11,53,1,53,1,0,"-88",0,0,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12178",2024,"82.25","143.637583892617","143.637583892617","2024_3990","2024_3990_1",NA,11,82,0,82,1,0,"-88",0,0,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12179",2024,"112.379310344828","143.637583892617","143.637583892617","2024_3991","2024_3991_1",NA,11,60,0,60,1,0,"-88",0,0,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12180",2024,"81.9574468085106","143.637583892617","143.637583892617","2024_3991","2024_3991_1",NA,11,93,1,93,1,0,"-88",0,0,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12181",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_3991","2024_3991_1",NA,11,66,1,66,1,0,"-88",0,0,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12182",2024,"103.863636363636","143.637583892617","143.637583892617","2024_3991","2024_3991_1",NA,11,70,0,70,1,0,"-88",0,0,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12183",2024,"157.05","143.637583892617","143.637583892617","2024_3991","2024_3991_1",NA,11,56,0,56,1,0,"-88",0,0,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12184",2024,"112.379310344828","143.637583892617","143.637583892617","2024_3992","2024_3992_1",NA,11,60,0,60,1,0,"-88",0,0,0,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12185",2024,"114.421052631579","143.637583892617","143.637583892617","2024_3992","2024_3992_1",NA,11,58,1,35,0.603448275862069,0,"-88",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_705",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12186",2024,"133.090909090909","143.637583892617","143.637583892617","2024_3993","2024_3993_1",NA,11,79,1,79,1,0,"-88",0,0,0,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12187",2024,"82.25","143.637583892617","143.637583892617","2024_3993","2024_3993_1",NA,11,83,0,83,1,0,"-88",0,0,0,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12188",2024,"102.692307692308","143.637583892617","143.637583892617","2024_3993","2024_3993_1",NA,11,50,0,50,1,0,"-88",0,0,0,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12189",2024,"118.475","143.637583892617","143.637583892617","2024_3994","2024_3994_1",NA,11,62,1,50,0.806451612903226,0,"-88",0,1,0,5,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12190",2024,"200.210526315789","143.637583892617","143.637583892617","2024_3995","2024_3995_1",NA,11,35,1,4,0.114285714285714,1,"3e+06",0,0,1,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1110",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12191",2024,"139.521739130435","143.637583892617","143.637583892617","2024_3995","2024_3995_1",NA,11,38,0,4,0.105263157894737,1,"3e+06",0,0,1,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1110",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12192",2024,"393","143.637583892617","143.637583892617","2024_3995","2024_3995_1",NA,11,10,0,4,0.4,1,"3e+06",0,0,1,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1110",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12193",2024,"337","143.637583892617","143.637583892617","2024_3995","2024_3995_1",NA,11,6,1,4,0.666666666666667,1,"3e+06",0,0,1,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1110",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12194",2024,"133.090909090909","143.637583892617","143.637583892617","2024_3996","2024_3996_1",NA,11,75,1,3,0.04,1,"3e+06",0,0,1,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12195",2024,"90.1111111111111","143.637583892617","143.637583892617","2024_3996","2024_3996_1",NA,11,76,0,3,0.0394736842105263,1,"3e+06",0,0,1,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12196",2024,"139.521739130435","143.637583892617","143.637583892617","2024_3996","2024_3996_1",NA,11,35,0,3,0.0857142857142857,1,"3e+06",0,0,1,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12197",2024,"117.8","143.637583892617","143.637583892617","2024_3996","2024_3996_1",NA,11,22,1,3,0.136363636363636,1,"3e+06",0,0,1,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12198",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_3997","2024_3997_1",NA,11,65,1,65,1,0,"-88",0,0,0,5,0,1,9,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12199",2024,"144.2","143.637583892617","143.637583892617","2024_3997","2024_3997_1",NA,11,27,0,27,1,0,"-88",0,0,0,5,0,1,9,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12200",2024,"117.8","143.637583892617","143.637583892617","2024_3997","2024_3997_1",NA,11,22,1,22,1,0,"-88",0,0,0,5,0,1,9,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12201",2024,"123.130434782609","143.637583892617","143.637583892617","2024_3998","2024_3998_1",NA,11,68,0,68,1,0,"-88",0,0,0,5,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12202",2024,"110.5625","143.637583892617","143.637583892617","2024_3999","2024_3999_1",NA,11,54,1,54,1,1,"3e+06",0,0,0,5,1,1,11,6,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12203",2024,"147.153846153846","143.637583892617","143.637583892617","2024_3999","2024_3999_1",NA,11,72,1,72,1,1,"3e+06",0,0,0,5,1,1,11,6,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12204",2024,"265.181818181818","143.637583892617","143.637583892617","2024_3999","2024_3999_1",NA,11,47,0,47,1,1,"3e+06",0,0,0,5,1,1,11,6,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12205",2024,"126.666666666667","143.637583892617","143.637583892617","2024_3999","2024_3999_1",NA,11,13,1,13,1,1,"3e+06",0,0,0,5,1,1,11,6,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12206",2024,"147.153846153846","143.637583892617","143.637583892617","2024_4000","2024_4000_1",NA,11,72,1,72,1,1,"2e+06",0,0,0,5,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12207",2024,"199.15","143.637583892617","143.637583892617","2024_4000","2024_4000_1",NA,11,40,1,40,1,1,"2e+06",0,0,0,5,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12208",2024,"147.153846153846","143.637583892617","143.637583892617","2024_4001","2024_4001_1",NA,11,71,1,71,1,1,"850000",0,0,0,5,0,1,7,4,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12209",2024,"139.521739130435","143.637583892617","143.637583892617","2024_4001","2024_4001_1",NA,11,36,0,36,1,1,"850000",0,0,0,5,0,1,7,4,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12210",2024,"81.9574468085106","143.637583892617","143.637583892617","2024_4002","2024_4002_1",NA,11,80,1,80,1,0,"-88",0,0,0,5,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12211",2024,"81.9574468085106","143.637583892617","143.637583892617","2024_4002","2024_4002_1",NA,11,87,1,87,1,0,"-88",0,0,0,5,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12212",2024,"114.421052631579","143.637583892617","143.637583892617","2024_4003","2024_4003_1",NA,11,58,1,58,1,0,"-88",0,0,0,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12213",2024,"103.863636363636","143.637583892617","143.637583892617","2024_4003","2024_4003_1",NA,11,72,0,72,1,0,"-88",0,0,0,5,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12214",2024,"114.421052631579","143.637583892617","143.637583892617","2024_4004","2024_4004_1",NA,11,59,1,59,1,0,"-88",0,0,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12215",2024,"160.5","143.637583892617","143.637583892617","2024_4004","2024_4004_1",NA,11,24,1,24,1,0,"-88",0,0,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12216",2024,"177.4","143.637583892617","143.637583892617","2024_4005","2024_4005_1",NA,11,49,1,20,0.408163265306122,0,"-88",0,0,1,5,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_706",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12217",2024,"102.692307692308","143.637583892617","143.637583892617","2024_4005","2024_4005_1",NA,11,53,0,20,0.377358490566038,0,"-88",0,0,1,5,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_706",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12218",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_4006","2024_4006_1",NA,11,65,1,65,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12219",2024,"147.153846153846","143.637583892617","143.637583892617","2024_4006","2024_4006_1",NA,11,72,1,72,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12220",2024,"112.379310344828","143.637583892617","143.637583892617","2024_4006","2024_4006_1",NA,11,64,0,64,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12221",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_4006","2024_4006_1",NA,11,69,1,69,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12222",2024,"200.210526315789","143.637583892617","143.637583892617","2024_4006","2024_4006_1",NA,11,39,1,39,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12223",2024,"206","143.637583892617","143.637583892617","2024_4006","2024_4006_1",NA,11,15,1,15,1,0,"-88",0,0,0,5,1,1,6,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12224",2024,"169.285714285714","143.637583892617","143.637583892617","2024_4007","2024_4007_1",NA,11,33,1,33,1,0,"-88",0,0,0,5,1,1,8,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12225",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_4007","2024_4007_1",NA,11,66,1,66,1,0,"-88",0,0,0,5,1,1,8,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12226",2024,"118.475","143.637583892617","143.637583892617","2024_4007","2024_4007_1",NA,11,60,1,60,1,0,"-88",0,0,0,5,1,1,8,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12227",2024,"110.5625","143.637583892617","143.637583892617","2024_4007","2024_4007_1",NA,11,53,1,53,1,0,"-88",0,0,0,5,1,1,8,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12228",2024,"142","143.637583892617","143.637583892617","2024_4007","2024_4007_1",NA,11,29,0,29,1,0,"-88",0,0,0,5,1,1,8,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12229",2024,"123.130434782609","143.637583892617","143.637583892617","2024_4008","2024_4008_1",NA,11,67,0,67,1,1,"1e+06",0,0,0,5,1,1,2,1,5,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12230",2024,"147.5","143.637583892617","143.637583892617","2024_4009","2024_4009_1",NA,11,41,0,41,1,1,"4500000",0,0,0,5,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12231",2024,"78.7142857142857","143.637583892617","143.637583892617","2024_4009","2024_4009_1",NA,11,20,0,20,1,1,"4500000",0,0,0,5,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12232",2024,"205.333333333333","143.637583892617","143.637583892617","2024_4009","2024_4009_1",NA,11,22,0,22,1,1,"4500000",0,0,0,5,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12233",2024,"237.5","143.637583892617","143.637583892617","2024_4009","2024_4009_1",NA,11,18,1,18,1,1,"4500000",0,0,0,5,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12234",2024,"144.2","143.637583892617","143.637583892617","2024_4009","2024_4009_1",NA,11,28,0,28,1,1,"4500000",0,0,0,5,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12235",2024,"110.5625","143.637583892617","143.637583892617","2024_4010","2024_4010_1",NA,11,52,1,20,0.384615384615385,0,"-88",0,0,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1204",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12236",2024,"102.692307692308","143.637583892617","143.637583892617","2024_4010","2024_4010_1",NA,11,53,0,20,0.377358490566038,0,"-88",0,0,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1204",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12237",2024,"126.666666666667","143.637583892617","143.637583892617","2024_4010","2024_4010_1",NA,11,13,1,12,0.923076923076923,0,"-88",0,0,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1204",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12238",2024,"95.1702127659574","143.637583892617","143.637583892617","2024_4011","2024_4011_1",NA,11,66,1,34,0.515151515151515,0,"-88",0,0,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7002",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12239",2024,"103.863636363636","143.637583892617","143.637583892617","2024_4011","2024_4011_1",NA,11,73,0,34,0.465753424657534,0,"-88",0,0,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7002",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
