"skPersona","medicion","factorExpPersonas","factorExpHogares","factorExpViviendas","skVivienda","skHogar","skBarrio","codigoComuna","Edad","Sexo","anios_en_barrio","vida_en_barrio","vive_arriendo","valor_arriendo","vivia_en_otro_pais","vivia_en_otro_municipio","vivia_en_otro_barrio","Estrato","posee_gas","posee_aseo","total_cuartos","cuartos_dormir","posee_sanitario","cantidad_personas_hogar","personas_cuarto","hacinamiento","posee_energia","posee_acueducto","posee_alcantarillado","paredes_material","pisos_material","servicios","material_vivienda","barrio_anterior","codigoBarrioComuna","Cod_comuna","cod_barrio","nombreBarrio","zona","Sector","nombreComuna","migrante_en_arriendo","tipo_persona"
"2024_8520",2024,"248.2","145.182835820896","144.464419475655","2024_2710","2024_2710_1",NA,7,5,1,5,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8521",2024,"1196","145.182835820896","144.464419475655","2024_2710","2024_2710_1",NA,7,0,1,0,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8522",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2711","2024_2711_1",NA,7,60,1,60,1,1,"450000",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8523",2024,"181.137931034483","145.182835820896","144.464419475655","2024_2711","2024_2711_1",NA,7,33,1,33,1,1,"450000",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8524",2024,"168","145.182835820896","144.464419475655","2024_2711","2024_2711_1",NA,7,12,0,12,1,1,"450000",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8525",2024,"171.827586206897","145.182835820896","144.464419475655","2024_2712","2024_2712_1",NA,7,50,0,50,1,1,"3e+05",0,0,0,1,0,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8526",2024,"166.473684210526","145.182835820896","144.464419475655","2024_2712","2024_2712_1",NA,7,35,1,35,1,1,"3e+05",0,0,0,1,0,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8527",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2713","2024_2713_1",NA,7,61,1,40,0.655737704918033,0,"-88",0,1,0,1,0,0,3,2,4,NA,NA,NA,0,0,0,NA,NA,4,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8528",2024,"225.588235294118","145.182835820896","144.464419475655","2024_2713","2024_2713_1",NA,7,40,0,40,1,0,"-88",0,0,0,1,0,0,3,2,4,NA,NA,NA,0,0,0,NA,NA,4,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8529",2024,"186.296296296296","145.182835820896","144.464419475655","2024_2714","2024_2714_1",NA,7,30,0,8,0.266666666666667,0,"-88",0,0,1,1,0,1,2,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_6012",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8530",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2715","2024_2715_1",NA,7,62,1,13,0.209677419354839,1,"6e+05",0,1,0,2,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8531",2024,"186.296296296296","145.182835820896","144.464419475655","2024_2715","2024_2715_1",NA,7,34,0,13,0.382352941176471,1,"6e+05",0,1,0,2,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8532",2024,"181.137931034483","145.182835820896","144.464419475655","2024_2715","2024_2715_1",NA,7,33,1,13,0.393939393939394,1,"6e+05",0,1,0,2,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8533",2024,"206.333333333333","145.182835820896","144.464419475655","2024_2715","2024_2715_1",NA,7,8,1,8,1,1,"6e+05",0,0,0,2,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8534",2024,"187.714285714286","145.182835820896","144.464419475655","2024_2715","2024_2715_1",NA,7,6,0,6,1,1,"6e+05",0,0,0,2,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8535",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2716","2024_2716_1",NA,7,84,1,84,1,0,"-88",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8536",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2716","2024_2716_1",NA,7,47,0,47,1,0,"-88",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8537",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2716","2024_2716_1",NA,7,44,1,44,1,0,"-88",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8538",2024,"132.6","145.182835820896","144.464419475655","2024_2716","2024_2716_1",NA,7,11,0,11,1,0,"-88",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8539",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2716","2024_2716_1",NA,7,45,0,45,1,0,"-88",0,0,0,1,0,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8540",2024,"131.163265306122","145.182835820896","144.464419475655","2024_2717","2024_2717_1",NA,7,50,1,1,0.02,1,"750000",0,1,0,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8541",2024,"171.827586206897","145.182835820896","144.464419475655","2024_2717","2024_2717_1",NA,7,50,0,1,0.02,1,"750000",0,1,0,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8542",2024,"108.823529411765","145.182835820896","144.464419475655","2024_2717","2024_2717_1",NA,7,23,0,1,0.0434782608695652,1,"750000",0,1,0,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8543",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2718","2024_2718_1",NA,7,85,1,85,1,1,"7e+05",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8544",2024,"171.827586206897","145.182835820896","144.464419475655","2024_2718","2024_2718_1",NA,7,52,0,52,1,1,"7e+05",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8545",2024,"131.163265306122","145.182835820896","144.464419475655","2024_2719","2024_2719_1",NA,7,52,1,12,0.230769230769231,1,"650000",0,0,1,3,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_713",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8546",2024,"86.2727272727273","145.182835820896","144.464419475655","2024_2719","2024_2719_1",NA,7,23,1,12,0.521739130434783,1,"650000",0,0,1,3,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7098",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8547",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2720","2024_2720_1",NA,7,49,1,15,0.306122448979592,0,"-88",0,1,1,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_511",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8548",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2720","2024_2720_1",NA,7,65,1,15,0.230769230769231,0,"-88",0,1,1,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_511",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8549",2024,"173.274509803922","145.182835820896","144.464419475655","2024_2721","2024_2721_1",NA,7,39,0,39,1,1,"750000",0,0,0,3,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8550",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2721","2024_2721_1",NA,7,41,1,41,1,1,"750000",0,0,0,3,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8551",2024,"187.714285714286","145.182835820896","144.464419475655","2024_2721","2024_2721_1",NA,7,6,0,6,1,1,"750000",0,0,0,3,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8552",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2722","2024_2722_1",NA,7,49,0,2,0.0408163265306122,1,"720000",0,1,0,3,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8553",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2722","2024_2722_1",NA,7,44,1,2,0.0454545454545455,1,"720000",0,1,0,3,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8554",2024,"106.933333333333","145.182835820896","144.464419475655","2024_2722","2024_2722_1",NA,7,19,0,2,0.105263157894737,1,"720000",0,1,0,3,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8555",2024,"262.2","145.182835820896","144.464419475655","2024_2722","2024_2722_1",NA,7,9,0,2,0.222222222222222,1,"720000",0,1,0,3,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8556",2024,"204","145.182835820896","144.464419475655","2024_2722","2024_2722_1",NA,7,3,1,2,0.666666666666667,1,"720000",0,1,0,3,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8557",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2723","2024_2723_1",NA,7,68,1,68,1,1,"7e+05",0,0,0,2,1,1,5,2,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8558",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2723","2024_2723_1",NA,7,43,1,43,1,1,"7e+05",0,0,0,2,1,1,5,2,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8559",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2724","2024_2724_1",NA,7,49,0,6,0.122448979591837,1,"1e+06",1,0,0,2,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8560",2024,"131.163265306122","145.182835820896","144.464419475655","2024_2724","2024_2724_1",NA,7,52,1,6,0.115384615384615,1,"1e+06",1,0,0,2,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8561",2024,"132.6","145.182835820896","144.464419475655","2024_2724","2024_2724_1",NA,7,11,0,6,0.545454545454545,1,"1e+06",1,0,0,2,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8562",2024,"163.875","145.182835820896","144.464419475655","2024_2724","2024_2724_1",NA,7,8,0,6,0.75,1,"1e+06",1,0,0,2,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8563",2024,"225.588235294118","145.182835820896","144.464419475655","2024_2725","2024_2725_1",NA,7,43,0,43,1,0,"-88",0,0,0,3,1,1,8,2,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8564",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2725","2024_2725_1",NA,7,41,1,41,1,0,"-88",0,0,0,3,1,1,8,2,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8565",2024,"265.6","145.182835820896","144.464419475655","2024_2725","2024_2725_1",NA,7,14,1,14,1,0,"-88",0,0,0,3,1,1,8,2,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8566",2024,"138.666666666667","145.182835820896","144.464419475655","2024_2725","2024_2725_1",NA,7,6,1,6,1,0,"-88",0,0,0,3,1,1,8,2,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8567",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2726","2024_2726_1",NA,7,65,1,1,0.0153846153846154,0,"-88",0,1,0,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8568",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2727","2024_2727_1",NA,7,84,1,1,0.0119047619047619,0,"-88",0,0,1,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8569",2024,"131.163265306122","145.182835820896","144.464419475655","2024_2727","2024_2727_1",NA,7,54,1,1,0.0185185185185185,0,"-88",0,0,1,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8570",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2728","2024_2728_1",NA,7,65,1,12,0.184615384615385,0,"-88",0,1,0,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8571",2024,"166.473684210526","145.182835820896","144.464419475655","2024_2728","2024_2728_1",NA,7,37,1,12,0.324324324324324,0,"-88",0,1,0,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8572",2024,"139","145.182835820896","144.464419475655","2024_2728","2024_2728_1",NA,7,10,1,9,0.9,0,"-88",0,1,0,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8573",2024,"144.444444444444","145.182835820896","144.464419475655","2024_2728","2024_2728_1",NA,7,5,0,4,0.8,0,"-88",0,1,0,3,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8574",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2729","2024_2729_1",NA,7,49,0,25,0.510204081632653,0,"-88",0,1,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8575",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2729","2024_2729_1",NA,7,44,1,44,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8576",2024,"138.666666666667","145.182835820896","144.464419475655","2024_2729","2024_2729_1",NA,7,6,1,6,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8577",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2730","2024_2730_1",NA,7,45,0,32,0.711111111111111,0,"-88",0,1,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8578",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2730","2024_2730_1",NA,7,44,1,44,1,0,"-88",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8579",2024,"122","145.182835820896","144.464419475655","2024_2730","2024_2730_1",NA,7,26,1,26,1,0,"-88",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8580",2024,"139.266666666667","145.182835820896","144.464419475655","2024_2730","2024_2730_1",NA,7,29,0,29,1,0,"-88",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8581",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2731","2024_2731_1",NA,7,85,1,2,0.0235294117647059,1,"5e+05",0,0,1,3,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_511",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8582",2024,"129.916666666667","145.182835820896","144.464419475655","2024_2731","2024_2731_1",NA,7,55,0,2,0.0363636363636364,1,"5e+05",0,0,1,3,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_511",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8583",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2732","2024_2732_1",NA,7,45,0,6,0.133333333333333,1,"850000",1,0,0,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8584",2024,"172.666666666667","145.182835820896","144.464419475655","2024_2732","2024_2732_1",NA,7,27,0,2,0.0740740740740741,1,"850000",1,0,0,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8585",2024,"139.266666666667","145.182835820896","144.464419475655","2024_2732","2024_2732_1",NA,7,29,0,6,0.206896551724138,1,"850000",1,0,0,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8586",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2732","2024_2732_1",NA,7,40,1,40,1,1,"850000",0,0,0,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8587",2024,"67.1372549019608","145.182835820896","144.464419475655","2024_2733","2024_2733_1",NA,7,70,1,6,0.0857142857142857,0,"-88",0,0,1,3,1,1,3,2,4,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_604",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8588",2024,"80.3703703703704","145.182835820896","144.464419475655","2024_2733","2024_2733_1",NA,7,72,0,6,0.0833333333333333,0,"-88",0,0,1,3,1,1,3,2,4,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_604",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8589",2024,"181.137931034483","145.182835820896","144.464419475655","2024_2733","2024_2733_1",NA,7,34,1,6,0.176470588235294,0,"-88",0,0,1,3,1,1,3,2,4,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_604",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8590",2024,"171.827586206897","145.182835820896","144.464419475655","2024_2734","2024_2734_1",NA,7,54,0,2,0.037037037037037,1,"1e+06",0,1,0,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8591",2024,"166.473684210526","145.182835820896","144.464419475655","2024_2734","2024_2734_1",NA,7,35,1,2,0.0571428571428571,1,"1e+06",0,1,0,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8592",2024,"129.545454545455","145.182835820896","144.464419475655","2024_2734","2024_2734_1",NA,7,15,0,2,0.133333333333333,1,"1e+06",0,1,0,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8593",2024,"132.6","145.182835820896","144.464419475655","2024_2734","2024_2734_1",NA,7,11,0,2,0.181818181818182,1,"1e+06",0,1,0,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8594",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2735","2024_2735_1",NA,7,60,1,10,0.166666666666667,1,"7e+05",0,1,1,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_717",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8595",2024,"142.6","145.182835820896","144.464419475655","2024_2735","2024_2735_1",NA,7,28,1,1,0.0357142857142857,1,"7e+05",0,1,1,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_717",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8596",2024,"248.8","145.182835820896","144.464419475655","2024_2735","2024_2735_1",NA,7,7,1,1,0.142857142857143,1,"7e+05",0,1,1,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_717",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8597",2024,"101.416666666667","145.182835820896","144.464419475655","2024_2735","2024_2735_1",NA,7,2,1,1,0.5,1,"7e+05",0,1,1,3,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_717",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8598",2024,"142.6","145.182835820896","144.464419475655","2024_2736","2024_2736_1",NA,7,28,1,2,0.0714285714285714,1,"7e+05",0,1,1,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_801",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8599",2024,"172.666666666667","145.182835820896","144.464419475655","2024_2736","2024_2736_1",NA,7,27,0,2,0.0740740740740741,1,"7e+05",0,1,1,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_801",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8600",2024,"247.8","145.182835820896","144.464419475655","2024_2736","2024_2736_1",NA,7,0,0,0,1,1,"7e+05",0,1,1,3,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_801",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8601",2024,"139.266666666667","145.182835820896","144.464419475655","2024_2737","2024_2737_1",NA,7,29,0,4,0.137931034482759,1,"520000",0,1,1,1,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_211",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8602",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2738","2024_2738_1",NA,7,63,1,9,0.142857142857143,0,"-88",0,0,1,1,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_311",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8603",2024,"225.588235294118","145.182835820896","144.464419475655","2024_2738","2024_2738_1",NA,7,41,0,9,0.219512195121951,0,"-88",0,0,1,1,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_311",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8604",2024,"172.666666666667","145.182835820896","144.464419475655","2024_2738","2024_2738_1",NA,7,27,0,9,0.333333333333333,0,"-88",0,0,1,1,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_311",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8605",2024,"140.214285714286","145.182835820896","144.464419475655","2024_2738","2024_2738_1",NA,7,24,1,9,0.375,0,"-88",0,0,1,1,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_311",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8606",2024,"144.444444444444","145.182835820896","144.464419475655","2024_2738","2024_2738_1",NA,7,5,0,5,1,0,"-88",0,0,0,1,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8607",2024,"162.538461538462","145.182835820896","144.464419475655","2024_2739","2024_2739_1",NA,7,27,1,27,1,0,"-88",0,0,0,3,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8608",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2739","2024_2739_1",NA,7,62,1,62,1,0,"-88",0,0,0,3,1,1,7,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
